continent,location,date,new_vaccinations,MediaMovelVacinados
"South America",Brazil,2021-01-07,,0.0000
"South America",Brazil,2021-01-08,,0.0000
"South America",Brazil,2021-01-09,,0.0000
"South America",Brazil,2021-01-10,,0.0000
"South America",Brazil,2021-01-11,,0.0000
"South America",Brazil,2021-01-12,,0.0000
"South America",Brazil,2021-01-13,,0.0000
"South America",Brazil,2021-01-14,,0.0000
"South America",Brazil,2021-01-15,,0.0000
"South America",Brazil,2021-01-16,,0.0000
"South America",Brazil,2021-01-17,112,0.3425
"South America",Brazil,2021-01-18,997,3.3811
"South America",Brazil,2021-01-19,10361,34.8632
"South America",Brazil,2021-01-20,17073,86.4939
"South America",Brazil,2021-01-21,107976,412.4441
"South America",Brazil,2021-01-22,109358,740.5934
"South America",Brazil,2021-01-23,291897,1614.9369
"South America",Brazil,2021-01-24,66948,1810.5449
"South America",Brazil,2021-01-25,95886,2091.3672
"South America",Brazil,2021-01-26,148275,2526.4375
"South America",Brazil,2021-01-27,281002,3352.7745
"South America",Brazil,2021-01-28,321015,4292.6036
"South America",Brazil,2021-01-29,217132,4920.4484
"South America",Brazil,2021-01-30,335179,5891.7971
"South America",Brazil,2021-01-31,70848,6082.2845
"South America",Brazil,2021-02-01,50248,6211.4240
"South America",Brazil,2021-02-02,168244,6683.8222
"South America",Brazil,2021-02-03,229153,7330.5349
"South America",Brazil,2021-02-04,551353,8907.4116
"South America",Brazil,2021-02-05,1849,8887.0116
"South America",Brazil,2021-02-06,326477,9802.2565
"South America",Brazil,2021-02-07,152298,10211.7270
"South America",Brazil,2021-02-08,51857,10331.0544
"South America",Brazil,2021-02-09,214669,10914.8771
"South America",Brazil,2021-02-10,300125,11738.8376
"South America",Brazil,2021-02-11,286503,12519.4176
"South America",Brazil,2021-02-12,289301,13303.5014
"South America",Brazil,2021-02-13,429070,14477.9831
"South America",Brazil,2021-02-14,111737,14751.9521
"South America",Brazil,2021-02-15,57036,14870.7275
"South America",Brazil,2021-02-16,315958,15714.1092
"South America",Brazil,2021-02-17,273602,16434.4665
"South America",Brazil,2021-02-18,323141,17288.8022
"South America",Brazil,2021-02-19,328476,18153.2111
"South America",Brazil,2021-02-20,278012,18873.0416
"South America",Brazil,2021-02-21,137634,19201.1105
"South America",Brazil,2021-02-22,77554,19361.8623
"South America",Brazil,2021-02-23,268705,20046.8709
"South America",Brazil,2021-02-24,254615,20689.5233
"South America",Brazil,2021-02-25,247324,21308.7432
"South America",Brazil,2021-02-26,302787,22075.7139
"South America",Brazil,2021-02-27,220255,22614.2446
"South America",Brazil,2021-02-28,111526,22855.1978
"South America",Brazil,2021-03-01,31835,22879.4676
"South America",Brazil,2021-03-02,375624,23830.2615
"South America",Brazil,2021-03-03,436295,24939.0376
"South America",Brazil,2021-03-04,462354,26111.7319
"South America",Brazil,2021-03-05,429484,27190.2674
"South America",Brazil,2021-03-06,,27117.7600
"South America",Brazil,2021-03-07,,27045.6383
"South America",Brazil,2021-03-08,,26973.8992
"South America",Brazil,2021-03-09,,26902.5397
"South America",Brazil,2021-03-10,,26831.5567
"South America",Brazil,2021-03-11,378372,27756.6632
"South America",Brazil,2021-03-12,408671,28756.4383
"South America",Brazil,2021-03-13,212660,29237.8613
"South America",Brazil,2021-03-14,60476,29319.4230
"South America",Brazil,2021-03-15,472894,30474.5651
"South America",Brazil,2021-03-16,,30395.4104
"South America",Brazil,2021-03-17,,30316.6658
"South America",Brazil,2021-03-18,331041,31093.7313
"South America",Brazil,2021-03-19,322397,31844.5129
"South America",Brazil,2021-03-20,143437,32131.3830
"South America",Brazil,2021-03-21,83011,32261.8436
"South America",Brazil,2021-03-22,554384,33597.1944
"South America",Brazil,2021-03-23,1092641,36298.8367
"South America",Brazil,2021-03-24,734763,38076.0992
"South America",Brazil,2021-03-25,613107,39535.5685
"South America",Brazil,2021-03-26,475797,40640.0278
"South America",Brazil,2021-03-27,486215,41765.2172
"South America",Brazil,2021-03-28,187900,42133.3149
"South America",Brazil,2021-03-29,375170,42970.0905
"South America",Brazil,2021-03-30,140406,43214.2907
"South America",Brazil,2021-03-31,933422,45439.8100
"South America",Brazil,2021-04-01,,45326.4938
"South America",Brazil,2021-04-02,,45213.7413
"South America",Brazil,2021-04-03,323893,45905.2531
"South America",Brazil,2021-04-04,113358,46072.2153
"South America",Brazil,2021-04-05,890825,48158.0247
"South America",Brazil,2021-04-06,889838,50231.1281
"South America",Brazil,2021-04-07,1347205,53417.7961
"South America",Brazil,2021-04-08,783203,55206.4853
"South America",Brazil,2021-04-09,754115,56915.3081
"South America",Brazil,2021-04-10,813531,58760.7122
"South America",Brazil,2021-04-11,192416,59085.9075
"South America",Brazil,2021-04-12,691733,60621.4587
"South America",Brazil,2021-04-13,3368729,68631.4044
"South America",Brazil,2021-04-14,902244,70644.9614
"South America",Brazil,2021-04-15,,70474.7325
"South America",Brazil,2021-04-16,,70305.3221
"South America",Brazil,2021-04-17,,70136.7242
"South America",Brazil,2021-04-18,,69968.9330
"South America",Brazil,2021-04-19,808163,71730.7327
"South America",Brazil,2021-04-20,51903,71683.5238
"South America",Brazil,2021-04-21,251508,72110.6603
"South America",Brazil,2021-04-22,966317,74229.6327
"South America",Brazil,2021-04-23,2087876,78990.0260
"South America",Brazil,2021-04-24,617818,80260.8467
"South America",Brazil,2021-04-25,296462,80769.5553
"South America",Brazil,2021-04-26,959765,82832.9249
"South America",Brazil,2021-04-27,1181921,85406.9016
"South America",Brazil,2021-04-28,834860,87157.9603
"South America",Brazil,2021-04-29,986298,89253.8578
"South America",Brazil,2021-04-30,708905,90694.9070
"South America",Brazil,2021-05-01,337317,91267.1160
"South America",Brazil,2021-05-02,137177,91373.3889
"South America",Brazil,2021-05-03,788803,92984.0808
"South America",Brazil,2021-05-04,1311666,95792.1037
"South America",Brazil,2021-05-05,911864,97668.1310
"South America",Brazil,2021-05-06,356703,98262.2477
"South America",Brazil,2021-05-07,333068,98799.5606
"South America",Brazil,2021-05-08,,98573.9909
"South America",Brazil,2021-05-09,,98349.4487
"South America",Brazil,2021-05-10,,98125.9273
"South America",Brazil,2021-05-11,828124,99781.2517
"South America",Brazil,2021-05-12,995136,101806.9412
"South America",Brazil,2021-05-13,1119498,104104.2122
"South America",Brazil,2021-05-14,1785136,107890.3198
"South America",Brazil,2021-05-15,548341,108880.0966
"South America",Brazil,2021-05-16,130085,108927.6413
"South America",Brazil,2021-05-17,852660,110591.4720
"South America",Brazil,2021-05-18,707912,111924.7768
"South America",Brazil,2021-05-19,766673,113383.0134
"South America",Brazil,2021-05-20,861239,115044.9156
"South America",Brazil,2021-05-21,,114789.8271
"South America",Brazil,2021-05-22,,114535.8673
"South America",Brazil,2021-05-23,,114283.0287
"South America",Brazil,2021-05-24,,114031.3040
"South America",Brazil,2021-05-25,,113780.6857
"South America",Brazil,2021-05-26,828052,115347.0702
"South America",Brazil,2021-05-27,699967,116626.3260
"South America",Brazil,2021-05-28,1163765,118912.6550
"South America",Brazil,2021-05-29,502022,119747.3159
"South America",Brazil,2021-05-30,153683,119821.0891
"South America",Brazil,2021-05-31,394684,120417.3210
"South America",Brazil,2021-06-01,761486,121804.9156
"South America",Brazil,2021-06-02,675644,123001.1123
"South America",Brazil,2021-06-03,1410440,125775.7651
"South America",Brazil,2021-06-04,413231,126393.9484
"South America",Brazil,2021-06-05,685726,127594.2318
"South America",Brazil,2021-06-06,261880,127881.7816
"South America",Brazil,2021-06-07,,127608.5299
"South America",Brazil,2021-06-08,,127336.4435
"South America",Brazil,2021-06-09,,127065.5149
"South America",Brazil,2021-06-10,1077303,129083.0042
"South America",Brazil,2021-06-11,868490,130649.5445
"South America",Brazil,2021-06-12,,130373.3298
"South America",Brazil,2021-06-13,,130098.2806
"South America",Brazil,2021-06-14,772287,131450.2568
"South America",Brazil,2021-06-15,1361982,134035.4076
"South America",Brazil,2021-06-16,1272395,136421.9057
"South America",Brazil,2021-06-17,2561553,141495.4017
"South America",Brazil,2021-06-18,1288841,143890.6952
"South America",Brazil,2021-06-19,1084846,145851.0188
"South America",Brazil,2021-06-20,484728,146555.5447
"South America",Brazil,2021-06-21,1392493,149140.4772
"South America",Brazil,2021-06-22,1723948,152400.9482
"South America",Brazil,2021-06-23,1516957,155220.2789
"South America",Brazil,2021-06-24,1323306,157628.7031
"South America",Brazil,2021-06-25,,157304.3642
"South America",Brazil,2021-06-26,,156981.3573
"South America",Brazil,2021-06-27,,156659.6742
"South America",Brazil,2021-06-28,109265,156562.7526
"South America",Brazil,2021-06-29,1913556,160148.4531
"South America",Brazil,2021-06-30,,159822.2851
"South America",Brazil,2021-07-01,,159497.4431
"South America",Brazil,2021-07-02,,159173.9189
"South America",Brazil,2021-07-03,,158851.7045
"South America",Brazil,2021-07-04,,158530.7919
"South America",Chile,2020-02-23,,0.0000
"South America",Chile,2020-02-24,,0.0000
"South America",Chile,2020-02-25,,0.0000
"South America",Chile,2020-02-26,,0.0000
"South America",Chile,2020-02-27,,0.0000
"South America",Chile,2020-02-28,,0.0000
"South America",Chile,2020-02-29,,0.0000
"South America",Chile,2020-03-01,,0.0000
"South America",Chile,2020-03-02,,0.0000
"South America",Chile,2020-03-03,,0.0000
"South America",Chile,2020-03-04,,0.0000
"South America",Chile,2020-03-05,,0.0000
"South America",Chile,2020-03-06,,0.0000
"South America",Chile,2020-03-07,,0.0000
"South America",Chile,2020-03-08,,0.0000
"South America",Chile,2020-03-09,,0.0000
"South America",Chile,2020-03-10,,0.0000
"South America",Chile,2020-03-11,,0.0000
"South America",Chile,2020-03-12,,0.0000
"South America",Chile,2020-03-13,,0.0000
"South America",Chile,2020-03-14,,0.0000
"South America",Chile,2020-03-15,,0.0000
"South America",Chile,2020-03-16,,0.0000
"South America",Chile,2020-03-17,,0.0000
"South America",Chile,2020-03-18,,0.0000
"South America",Chile,2020-03-19,,0.0000
"South America",Chile,2020-03-20,,0.0000
"South America",Chile,2020-03-21,,0.0000
"South America",Chile,2020-03-22,,0.0000
"South America",Chile,2020-03-23,,0.0000
"South America",Chile,2020-03-24,,0.0000
"South America",Chile,2020-03-25,,0.0000
"South America",Chile,2020-03-26,,0.0000
"South America",Chile,2020-03-27,,0.0000
"South America",Chile,2020-03-28,,0.0000
"South America",Chile,2020-03-29,,0.0000
"South America",Chile,2020-03-30,,0.0000
"South America",Chile,2020-03-31,,0.0000
"South America",Chile,2020-04-01,,0.0000
"South America",Chile,2020-04-02,,0.0000
"South America",Chile,2020-04-03,,0.0000
"South America",Chile,2020-04-04,,0.0000
"South America",Chile,2020-04-05,,0.0000
"South America",Chile,2020-04-06,,0.0000
"South America",Chile,2020-04-07,,0.0000
"South America",Chile,2020-04-08,,0.0000
"South America",Chile,2020-04-09,,0.0000
"South America",Chile,2020-04-10,,0.0000
"South America",Chile,2020-04-11,,0.0000
"South America",Chile,2020-04-12,,0.0000
"South America",Chile,2020-04-13,,0.0000
"South America",Chile,2020-04-14,,0.0000
"South America",Chile,2020-04-15,,0.0000
"South America",Chile,2020-04-16,,0.0000
"South America",Chile,2020-04-17,,0.0000
"South America",Chile,2020-04-18,,0.0000
"South America",Chile,2020-04-19,,0.0000
"South America",Chile,2020-04-20,,0.0000
"South America",Chile,2020-04-21,,0.0000
"South America",Chile,2020-04-22,,0.0000
"South America",Chile,2020-04-23,,0.0000
"South America",Chile,2020-04-24,,0.0000
"South America",Chile,2020-04-25,,0.0000
"South America",Chile,2020-04-26,,0.0000
"South America",Chile,2020-04-27,,0.0000
"South America",Chile,2020-04-28,,0.0000
"South America",Chile,2020-04-29,,0.0000
"South America",Chile,2020-04-30,,0.0000
"South America",Chile,2020-05-01,,0.0000
"South America",Chile,2020-05-02,,0.0000
"South America",Chile,2020-05-03,,0.0000
"South America",Chile,2020-05-04,,0.0000
"South America",Chile,2020-05-05,,0.0000
"South America",Chile,2020-05-06,,0.0000
"South America",Chile,2020-05-07,,0.0000
"South America",Chile,2020-05-08,,0.0000
"South America",Chile,2020-05-09,,0.0000
"South America",Chile,2020-05-10,,0.0000
"South America",Chile,2020-05-11,,0.0000
"South America",Chile,2020-05-12,,0.0000
"South America",Chile,2020-05-13,,0.0000
"South America",Chile,2020-05-14,,0.0000
"South America",Chile,2020-05-15,,0.0000
"South America",Chile,2020-05-16,,0.0000
"South America",Chile,2020-05-17,,0.0000
"South America",Chile,2020-05-18,,0.0000
"South America",Chile,2020-05-19,,0.0000
"South America",Chile,2020-05-20,,0.0000
"South America",Chile,2020-05-21,,0.0000
"South America",Chile,2020-05-22,,0.0000
"South America",Chile,2020-05-23,,0.0000
"South America",Chile,2020-05-24,,0.0000
"South America",Chile,2020-05-25,,0.0000
"South America",Chile,2020-05-26,,0.0000
"South America",Chile,2020-05-27,,0.0000
"South America",Chile,2020-05-28,,0.0000
"South America",Chile,2020-05-29,,0.0000
"South America",Chile,2020-05-30,,0.0000
"South America",Chile,2020-05-31,,0.0000
"South America",Chile,2020-06-01,,0.0000
"South America",Chile,2020-06-02,,0.0000
"South America",Chile,2020-06-03,,0.0000
"South America",Chile,2020-06-04,,0.0000
"South America",Chile,2020-06-05,,0.0000
"South America",Chile,2020-06-06,,0.0000
"South America",Chile,2020-06-07,,0.0000
"South America",Chile,2020-06-08,,0.0000
"South America",Chile,2020-06-09,,0.0000
"South America",Chile,2020-06-10,,0.0000
"South America",Chile,2020-06-11,,0.0000
"South America",Chile,2020-06-12,,0.0000
"South America",Chile,2020-06-13,,0.0000
"South America",Chile,2020-06-14,,0.0000
"South America",Chile,2020-06-15,,0.0000
"South America",Chile,2020-06-16,,0.0000
"South America",Chile,2020-06-17,,0.0000
"South America",Chile,2020-06-18,,0.0000
"South America",Chile,2020-06-19,,0.0000
"South America",Chile,2020-06-20,,0.0000
"South America",Chile,2020-06-21,,0.0000
"South America",Chile,2020-06-22,,0.0000
"South America",Chile,2020-06-23,,0.0000
"South America",Chile,2020-06-24,,0.0000
"South America",Chile,2020-06-25,,0.0000
"South America",Chile,2020-06-26,,0.0000
"South America",Chile,2020-06-27,,0.0000
"South America",Chile,2020-06-28,,0.0000
"South America",Chile,2020-06-29,,0.0000
"South America",Chile,2020-06-30,,0.0000
"South America",Chile,2020-07-01,,0.0000
"South America",Chile,2020-07-02,,0.0000
"South America",Chile,2020-07-03,,0.0000
"South America",Chile,2020-07-04,,0.0000
"South America",Chile,2020-07-05,,0.0000
"South America",Chile,2020-07-06,,0.0000
"South America",Chile,2020-07-07,,0.0000
"South America",Chile,2020-07-08,,0.0000
"South America",Chile,2020-07-09,,0.0000
"South America",Chile,2020-07-10,,0.0000
"South America",Chile,2020-07-11,,0.0000
"South America",Chile,2020-07-12,,0.0000
"South America",Chile,2020-07-13,,0.0000
"South America",Chile,2020-07-14,,0.0000
"South America",Chile,2020-07-15,,0.0000
"South America",Chile,2020-07-16,,0.0000
"South America",Chile,2020-07-17,,0.0000
"South America",Chile,2020-07-18,,0.0000
"South America",Chile,2020-07-19,,0.0000
"South America",Chile,2020-07-20,,0.0000
"South America",Chile,2020-07-21,,0.0000
"South America",Chile,2020-07-22,,0.0000
"South America",Chile,2020-07-23,,0.0000
"South America",Chile,2020-07-24,,0.0000
"South America",Chile,2020-07-25,,0.0000
"South America",Chile,2020-07-26,,0.0000
"South America",Chile,2020-07-27,,0.0000
"South America",Chile,2020-07-28,,0.0000
"South America",Chile,2020-07-29,,0.0000
"South America",Chile,2020-07-30,,0.0000
"South America",Chile,2020-07-31,,0.0000
"South America",Chile,2020-08-01,,0.0000
"South America",Chile,2020-08-02,,0.0000
"South America",Chile,2020-08-03,,0.0000
"South America",Chile,2020-08-04,,0.0000
"South America",Chile,2020-08-05,,0.0000
"South America",Chile,2020-08-06,,0.0000
"South America",Chile,2020-08-07,,0.0000
"South America",Chile,2020-08-08,,0.0000
"South America",Chile,2020-08-09,,0.0000
"South America",Chile,2020-08-10,,0.0000
"South America",Chile,2020-08-11,,0.0000
"South America",Chile,2020-08-12,,0.0000
"South America",Chile,2020-08-13,,0.0000
"South America",Chile,2020-08-14,,0.0000
"South America",Chile,2020-08-15,,0.0000
"South America",Chile,2020-08-16,,0.0000
"South America",Chile,2020-08-17,,0.0000
"South America",Chile,2020-08-18,,0.0000
"South America",Chile,2020-08-19,,0.0000
"South America",Chile,2020-08-20,,0.0000
"South America",Chile,2020-08-21,,0.0000
"South America",Chile,2020-08-22,,0.0000
"South America",Chile,2020-08-23,,0.0000
"South America",Chile,2020-08-24,,0.0000
"South America",Chile,2020-08-25,,0.0000
"South America",Chile,2020-08-26,,0.0000
"South America",Chile,2020-08-27,,0.0000
"South America",Chile,2020-08-28,,0.0000
"South America",Chile,2020-08-29,,0.0000
"South America",Chile,2020-08-30,,0.0000
"South America",Chile,2020-08-31,,0.0000
"South America",Chile,2020-09-01,,0.0000
"South America",Chile,2020-09-02,,0.0000
"South America",Chile,2020-09-03,,0.0000
"South America",Chile,2020-09-04,,0.0000
"South America",Chile,2020-09-05,,0.0000
"South America",Chile,2020-09-06,,0.0000
"South America",Chile,2020-09-07,,0.0000
"South America",Chile,2020-09-08,,0.0000
"South America",Chile,2020-09-09,,0.0000
"South America",Chile,2020-09-10,,0.0000
"South America",Chile,2020-09-11,,0.0000
"South America",Chile,2020-09-12,,0.0000
"South America",Chile,2020-09-13,,0.0000
"South America",Chile,2020-09-14,,0.0000
"South America",Chile,2020-09-15,,0.0000
"South America",Chile,2020-09-16,,0.0000
"South America",Chile,2020-09-17,,0.0000
"South America",Chile,2020-09-18,,0.0000
"South America",Chile,2020-09-19,,0.0000
"South America",Chile,2020-09-20,,0.0000
"South America",Chile,2020-09-21,,0.0000
"South America",Chile,2020-09-22,,0.0000
"South America",Chile,2020-09-23,,0.0000
"South America",Chile,2020-09-24,,0.0000
"South America",Chile,2020-09-25,,0.0000
"South America",Chile,2020-09-26,,0.0000
"South America",Chile,2020-09-27,,0.0000
"South America",Chile,2020-09-28,,0.0000
"South America",Chile,2020-09-29,,0.0000
"South America",Chile,2020-09-30,,0.0000
"South America",Chile,2020-10-01,,0.0000
"South America",Chile,2020-10-02,,0.0000
"South America",Chile,2020-10-03,,0.0000
"South America",Chile,2020-10-04,,0.0000
"South America",Chile,2020-10-05,,0.0000
"South America",Chile,2020-10-06,,0.0000
"South America",Chile,2020-10-07,,0.0000
"South America",Chile,2020-10-08,,0.0000
"South America",Chile,2020-10-09,,0.0000
"South America",Chile,2020-10-10,,0.0000
"South America",Chile,2020-10-11,,0.0000
"South America",Chile,2020-10-12,,0.0000
"South America",Chile,2020-10-13,,0.0000
"South America",Chile,2020-10-14,,0.0000
"South America",Chile,2020-10-15,,0.0000
"South America",Chile,2020-10-16,,0.0000
"South America",Chile,2020-10-17,,0.0000
"South America",Chile,2020-10-18,,0.0000
"South America",Chile,2020-10-19,,0.0000
"South America",Chile,2020-10-20,,0.0000
"South America",Chile,2020-10-21,,0.0000
"South America",Chile,2020-10-22,,0.0000
"South America",Chile,2020-10-23,,0.0000
"South America",Chile,2020-10-24,,0.0000
"South America",Chile,2020-10-25,,0.0000
"South America",Chile,2020-10-26,,0.0000
"South America",Chile,2020-10-27,,0.0000
"South America",Chile,2020-10-28,,0.0000
"South America",Chile,2020-10-29,,0.0000
"South America",Chile,2020-10-30,,0.0000
"South America",Chile,2020-10-31,,0.0000
"South America",Chile,2020-11-01,,0.0000
"South America",Chile,2020-11-02,,0.0000
"South America",Chile,2020-11-03,,0.0000
"South America",Chile,2020-11-04,,0.0000
"South America",Chile,2020-11-05,,0.0000
"South America",Chile,2020-11-06,,0.0000
"South America",Chile,2020-11-07,,0.0000
"South America",Chile,2020-11-08,,0.0000
"South America",Chile,2020-11-09,,0.0000
"South America",Chile,2020-11-10,,0.0000
"South America",Chile,2020-11-11,,0.0000
"South America",Chile,2020-11-12,,0.0000
"South America",Chile,2020-11-13,,0.0000
"South America",Chile,2020-11-14,,0.0000
"South America",Chile,2020-11-15,,0.0000
"South America",Chile,2020-11-16,,0.0000
"South America",Chile,2020-11-17,,0.0000
"South America",Chile,2020-11-18,,0.0000
"South America",Chile,2020-11-19,,0.0000
"South America",Chile,2020-11-20,,0.0000
"South America",Chile,2020-11-21,,0.0000
"South America",Chile,2020-11-22,,0.0000
"South America",Chile,2020-11-23,,0.0000
"South America",Chile,2020-11-24,,0.0000
"South America",Chile,2020-11-25,,0.0000
"South America",Chile,2020-11-26,,0.0000
"South America",Chile,2020-11-27,,0.0000
"South America",Chile,2020-11-28,,0.0000
"South America",Chile,2020-11-29,,0.0000
"South America",Chile,2020-11-30,,0.0000
"South America",Chile,2020-12-01,,0.0000
"South America",Chile,2020-12-02,,0.0000
"South America",Chile,2020-12-03,,0.0000
"South America",Chile,2020-12-04,,0.0000
"South America",Chile,2020-12-05,,0.0000
"South America",Chile,2020-12-06,,0.0000
"South America",Chile,2020-12-07,,0.0000
"South America",Chile,2020-12-08,,0.0000
"South America",Chile,2020-12-09,,0.0000
"South America",Chile,2020-12-10,,0.0000
"South America",Chile,2020-12-11,,0.0000
"South America",Chile,2020-12-12,,0.0000
"South America",Chile,2020-12-13,,0.0000
"South America",Chile,2020-12-14,,0.0000
"South America",Chile,2020-12-15,,0.0000
"South America",Chile,2020-12-16,,0.0000
"South America",Chile,2020-12-17,,0.0000
"South America",Chile,2020-12-18,,0.0000
"South America",Chile,2020-12-19,,0.0000
"South America",Chile,2020-12-20,,0.0000
"South America",Chile,2020-12-21,,0.0000
"South America",Chile,2020-12-22,,0.0000
"South America",Chile,2020-12-23,,0.0000
"South America",Chile,2020-12-24,,0.0000
"South America",Chile,2020-12-25,4778,15.5635
"South America",Chile,2020-12-26,3143,25.7175
"South America",Chile,2020-12-27,311,26.6408
"South America",Chile,2020-12-28,0,26.5548
"South America",Chile,2020-12-29,0,26.4695
"South America",Chile,2020-12-30,0,26.3846
"South America",Chile,2020-12-31,0,26.3003
"South America",Chile,2021-01-01,0,26.2166
"South America",Chile,2021-01-02,0,26.1333
"South America",Chile,2021-01-03,0,26.0506
"South America",Chile,2021-01-04,405,27.2461
"South America",Chile,2021-01-05,1443,31.6981
"South America",Chile,2021-01-06,205,32.2414
"South America",Chile,2021-01-07,0,32.1406
"South America",Chile,2021-01-08,0,32.0405
"South America",Chile,2021-01-09,0,31.9410
"South America",Chile,2021-01-10,0,31.8421
"South America",Chile,2021-01-11,0,31.7438
"South America",Chile,2021-01-12,0,31.6462
"South America",Chile,2021-01-13,1033,34.7178
"South America",Chile,2021-01-14,6914,55.7554
"South America",Chile,2021-01-15,3431,66.0457
"South America",Chile,2021-01-16,90,66.1185
"South America",Chile,2021-01-17,0,65.9182
"South America",Chile,2021-01-18,11039,99.0695
"South America",Chile,2021-01-19,19356,157.0723
"South America",Chile,2021-01-20,9305,184.5435
"South America",Chile,2021-01-21,3058,193.1467
"South America",Chile,2021-01-22,412,193.8000
"South America",Chile,2021-01-23,0,193.2232
"South America",Chile,2021-01-24,0,192.6499
"South America",Chile,2021-01-25,1420,196.2811
"South America",Chile,2021-01-26,616,197.5192
"South America",Chile,2021-01-27,35,197.0412
"South America",Chile,2021-01-28,0,196.4633
"South America",Chile,2021-01-29,5,195.9035
"South America",Chile,2021-01-30,1,195.3353
"South America",Chile,2021-01-31,0,194.7674
"South America",Chile,2021-02-01,0,194.2029
"South America",Chile,2021-02-02,13187,231.7543
"South America",Chile,2021-02-03,170363,722.0461
"South America",Chile,2021-02-04,176133,1226.1006
"South America",Chile,2021-02-05,169363,1707.8682
"South America",Chile,2021-02-06,27854,1782.5714
"South America",Chile,2021-02-07,8636,1802.0969
"South America",Chile,2021-02-08,233246,2459.6080
"South America",Chile,2021-02-09,261849,3194.4221
"South America",Chile,2021-02-10,280762,3978.5113
"South America",Chile,2021-02-11,254237,4683.4648
"South America",Chile,2021-02-12,229447,5314.8230
"South America",Chile,2021-02-13,29553,5382.7171
"South America",Chile,2021-02-14,4467,5380.1592
"South America",Chile,2021-02-15,265862,6105.7354
"South America",Chile,2021-02-16,220039,6699.9944
"South America",Chile,2021-02-17,188040,7202.3213
"South America",Chile,2021-02-18,155259,7611.3177
"South America",Chile,2021-02-19,142120,7981.8650
"South America",Chile,2021-02-20,9641,7986.4231
"South America",Chile,2021-02-21,1162,7967.7260
"South America",Chile,2021-02-22,108132,8241.3989
"South America",Chile,2021-02-23,94247,8475.7466
"South America",Chile,2021-02-24,86274,8687.1549
"South America",Chile,2021-02-25,86071,8896.8672
"South America",Chile,2021-02-26,78371,9084.6351
"South America",Chile,2021-02-27,9983,9087.0566
"South America",Chile,2021-02-28,355,9063.5833
"South America",Chile,2021-03-01,137502,9407.9223
"South America",Chile,2021-03-02,171281,9840.7380
"South America",Chile,2021-03-03,311843,10646.0773
"South America",Chile,2021-03-04,310485,11443.5213
"South America",Chile,2021-03-05,297774,12203.0186
"South America",Chile,2021-03-06,33779,12260.0979
"South America",Chile,2021-03-07,7958,12248.7467
"South America",Chile,2021-03-08,350533,13138.9684
"South America",Chile,2021-03-09,376445,14092.5276
"South America",Chile,2021-03-10,401244,15106.0131
"South America",Chile,2021-03-11,416979,16155.2898
"South America",Chile,2021-03-12,374253,17087.8359
"South America",Chile,2021-03-13,50449,17174.4883
"South America",Chile,2021-03-14,6584,17147.0518
"South America",Chile,2021-03-15,430093,18214.0956
"South America",Chile,2021-03-16,409855,19223.4794
"South America",Chile,2021-03-17,366796,20116.9820
"South America",Chile,2021-03-18,334038,20921.9077
"South America",Chile,2021-03-19,290513,21611.3990
"South America",Chile,2021-03-20,34129,21643.3316
"South America",Chile,2021-03-21,4014,21598.4733
"South America",Chile,2021-03-22,265843,22218.3832
"South America",Chile,2021-03-23,237473,22763.3316
"South America",Chile,2021-03-24,217554,23255.2273
"South America",Chile,2021-03-25,211608,23729.6675
"South America",Chile,2021-03-26,216963,24215.1784
"South America",Chile,2021-03-27,15642,24193.6917
"South America",Chile,2021-03-28,1393,24136.6900
"South America",Chile,2021-03-29,266206,24740.3541
"South America",Chile,2021-03-30,277788,25369.8259
"South America",Chile,2021-03-31,279666,26000.8337
"South America",Chile,2021-04-01,302758,26685.8762
"South America",Chile,2021-04-02,7027,26637.3358
"South America",Chile,2021-04-03,3223,26579.6650
"South America",Chile,2021-04-04,1117,26517.1032
"South America",Chile,2021-04-05,284213,27148.7108
"South America",Chile,2021-04-06,239028,27666.7531
"South America",Chile,2021-04-07,232624,28166.6488
"South America",Chile,2021-04-08,238904,28679.3917
"South America",Chile,2021-04-09,218334,29139.7184
"South America",Chile,2021-04-10,25923,29131.9298
"South America",Chile,2021-04-11,2442,29067.4614
"South America",Chile,2021-04-12,236269,29566.7422
"South America",Chile,2021-04-13,234319,30058.9351
"South America",Chile,2021-04-14,228246,30534.2038
"South America",Chile,2021-04-15,205506,30952.7967
"South America",Chile,2021-04-16,190425,31333.3986
"South America",Chile,2021-04-17,22159,31311.5548
"South America",Chile,2021-04-18,2616,31243.3943
"South America",Chile,2021-04-19,192135,31624.6540
"South America",Chile,2021-04-20,185823,31989.1891
"South America",Chile,2021-04-21,175867,32328.5236
"South America",Chile,2021-04-22,199412,32721.6612
"South America",Chile,2021-04-23,182848,33074.0704
"South America",Chile,2021-04-24,17593,33037.8150
"South America",Chile,2021-04-25,1039,32963.0514
"South America",Chile,2021-04-26,195713,33342.4219
"South America",Chile,2021-04-27,170356,33661.0581
"South America",Chile,2021-04-28,168298,33973.4408
"South America",Chile,2021-04-29,154733,34252.9769
"South America",Chile,2021-04-30,87367,34375.6420
"South America",Chile,2021-05-01,2267,34301.6590
"South America",Chile,2021-05-02,1463,34226.1678
"South America",Chile,2021-05-03,151243,34494.5550
"South America",Chile,2021-05-04,168881,34802.0755
"South America",Chile,2021-05-05,174375,35120.7352
"South America",Chile,2021-05-06,157521,35399.5513
"South America",Chile,2021-05-07,147187,35653.6136
